,id,handle,tweet
368,1254159299116503042,traphousesire,proof donald trump can scare anyone https://t.co/rxrgezPHWy
369,1254159293504315392,KeelingMarco,"Tell me , Doesn't it feel Better having President           
Donald Trump at the wheel ? ? ?
What do you think ?  https://t.co/b0zHcnnWP8 https://t.co/k6e2x8sLrC"
370,1254159275200442369,deojr1965,@JoeBiden I agree Joe Biden. We will emerge from this crisis a stronger nation and we will do it with a great President. His name is Donald Trump and you said he should be re-elected so thank you for that.
371,1254159256577810433,JasonJacquet3,@senrobportman Donald Trump is working remotely.  He's watching Fox News and Tweeting all day during a pandemic.
372,1254159253809569792,frostickles,"@HuffmanHerman @DontTrustThem7 @dtb479353 @KTHopkins Do you really think our government would crash our economy for a hoax? The global economy too, Donald trump would too? NO"
373,1254159233051881474,SonjaHHarris,"The US president plans to ‘pare back’ his daily coronavirus briefings after falsely claiming his suggestion to inject cleaning products had been ‘sarcastic’
https://t.co/bd0X3BIQ0d"
374,1254159232636801026,klassalle,Lysol has had enough of Donald Trump's crap - Palmer Report https://t.co/NlSpqiNldD
375,1254159190869700608,apocalypseos,"""We're reverse engineering how we think about a whole series of issues because if Donald Trump says X then Y must be true."" — Matt Taibbi #TrumpDerangementSyndrome https://t.co/9txsaVisaz"
376,1254159177158660103,puffnblow_at_GP,"@WakeJonathan @LBCNews @LBC this is what Donald Trump was talking about - take a look - educate yourself:
https://t.co/lek5xSPJKk https://t.co/nT1nHdkeHc"
377,1254159173354487809,OneTrueChange,"USA has a little over of 4% of the world population. Yet it has 1/3 of covid19 cases and 1/4 of associated deaths. How can this administration seek credit for that kind of mismanagement?

SDonald Trump needs to resign over his handling of the coronavirus https://t.co/4LKtUcJTlU"
378,1254159172838608902,KwakuAkyeampong,"How a media-distracted Trump ended up derailing his own briefing

https://t.co/8ZjzuuANIS"
379,1254159171919900672,deanand81091879,"@dapsonblue @AJEnglish Soon, Donald Trump will not be able to deal with China.   https://t.co/301MhDscDm"
380,1254159160800878592,skyco_g,New York Daily News Hits Donald Trump With A Caustic New Nickname https://t.co/dnni9mjKww
381,1254159153418964997,EJPointer,@JackieFarnham I support the ongoing project of making Donald Trump the first President of the USA to be fired into the sun.
382,1254159131176579072,Arameo8532,"75 year have passed since the creation of the UN, it is time for Donald Trump to create NEW ORGANIZATION for the WORLD, go back to its origin and have conservative, solidary principles, respecting the freedom and sovereignty of free peoples @POTUS @POTUS_Trump_ESP https://t.co/L8XCv2SAQT"
383,1254159100700745731,DwaineSteven,"@KatDB56 @jfletch514 @fighterbsp @BarackObama @JoeBiden Obama has been out of office for 3.5 years.
This 2020 recession belongs to Donald Trump 
#WeakAzzPresident 
https://t.co/EmIPecapiJ"
384,1254159098985148417,RealDee_Dee,"Donald Trump was sued over a provision of the coronavirus relief package that could deny $1,200 stimulus checks to more than 1 million Americans married to immigrants https://t.co/oUIMxLHpgV via @bpolitics"
385,1254159082686222337,yrotitna,Beautiful sight tonight as the crescent moon sets and Venus shines brightly directly above it. Compensates for the insanity of Boris Johnson &amp; Donald Trump.
386,1254159070132441088,DerrickBergman,Donald J. Trump is a 100% ASSWIPE! https://t.co/erarGK6hJN
387,1254159053510651904,batansb,"Dear Mr Donald Lysol Trump. We are sorry for your loss: your friend,  Kim Jong-Un. No. Not really. Its sarcasm. Guess you know what that words mains, genius! But what is true, is that 52k have died of a hoax in your watch. Have a Clorox! Cheers! #TrumpIsALaughingStock"
388,1254159021155602432,seattlesimpson8,"@DonaldJTrumpJr Um, Donald Trump had command and control of the FEDERAL prison where Epstein died.

Not a coincidence!"
389,1254159004500025344,oilfieldman1,Poll: Donald Trump Leads Joe Biden in the Lone Star State https://t.co/9PqIIoqPmw via @BreitbartNews  BETTER WIN TEXAS OR I BE FLIPPING FLAG UP SIDE DOWN
390,1254159004382576640,lukastyle,Republican Group Asks Americans A Critical Question In Scathing Anti-Trump Ad https://t.co/byTKkZ22FU #SmartNews
391,1254158987001552896,tinygopprayers,"Praying for Donald Trump's dick to fall off. Overcompensation ain't a good look, sweetcheeks."
392,1254158984656957442,pahaliYake,@washingtonpost Because of common enermy Donald Trump
393,1254158983960518656,ubiquitousai,"@JG_Writer Facing the odds of his re-election, Donald Trump decided to appear on “The View”."
394,1254158982588985345,galencwatson,"@NVGOP @realDonaldTrump Donald Trump lost 21 points in Nevada since the election when Nevadans were swept from office en masse for pandering to interests of Koch Bro polluters, casino moguls and #DisinfectantDonald over Nevadans. But since then, there is this: #ASpoonfulOfClorox https://t.co/k1YmLr8XKZ"
395,1254158952675381255,RonanLTynan,#Trump’s Debt to #China via ⁦@NewYorker⁩  https://t.co/8Yz7zD1dK3
396,1254158948560756736,DO2SI_m_p,"@TheRealMrsTO @herosnvrdie69 @BarackObama @JoeBiden You mean Trump, Donald Trum the @realDonaldTrump really? He's not a president but a class clown.  🤣🤣🤣🤣"
397,1254158940344025088,jdanielssr,"@eugenegu @realDonaldTrump Also, Donald Trump tried to convince us that our then current President, Barack Obama, wasn’t born in the US, therefore not legitimate."
398,1254158932261482497,Sheils88987716,"@gtconway3d Donald Trump &amp; Trump, Jr’s. Brains https://t.co/QBNk0Qm6Dl"
399,1254158919791976455,MaraBuieR,A Disgrace To Americans Donald Trump 'Stupid Brain' : retweets CDC warning on cleaners https://t.co/vigjhi2L4q
400,1254158916344262656,hannahg62130472,@realDonaldTrump Aww how nice is Donald trump though!
401,1254158916289781760,ya_also,"Donald Trump administration after hearing Kim Jong is dead 
#KIMJONGUNDEAD https://t.co/rI66L5w6f6"
402,1254158908547108864,LarryBoorstein,"Bandy X Lee MD MDiv:  ""As the most eminent mental health experts warned would happen since Donald Trump’s election, the office of the U.S. presidency has become a locus of grave psychological dysfunction.""-DC Report Apr 24
https://t.co/b0lrqHwlwa"
403,1254158896450670592,BernadinSylves4,@JoeBiden Lol the Trump syrup is bleach and the Trump vaccine is Lysol. I just took mine and now I am waiting for the Donald Trump syndrome side effects.
404,1254158885784391682,Spontaneouslii,BREAKING NEWS: Drinking Donald Trump's piss cures the coronavirus
405,1254158872840978432,sammie_yee,Apparently Donald trump also hates Jeff Bezos so feeling kind of conflicted rn
406,1254158862887895040,JDWCUBot,"According to our sources, Donald Trump envisions zero schools are a menace to society !?"
407,1254158862422335489,xkengilbertx,@DonaldJTrumpJr Your family name is a stain on American history. Now and forever Donald Trump will be remembered as the worst president ever elected.
408,1254158859788185600,Stevest39589292,Petition To Pardon Roger Stone · https://t.co/4RxHqNmRPM https://t.co/wnCiYNm2st
409,1254158836090486785,robahull,Debacle of Trump's coronavirus disinfectant comments could be tipping point | US news | The Guardian https://t.co/6n8FKNF2o1
410,1254158819866873856,Dana44045978,"I, along with any other concerned citizen, call for the resignation of Donald Trump as President as he is unable to perform the duties of his office. Retweet. https://t.co/0ZQb1McAa0"
411,1254158819170627585,EffDonaldTrump,fUUUUUUUUUUCK Donald Trump and FUCK mitch FUCKING mcconnell!!!!!!!!11!!
412,1254158793447034880,CatherineReul2,Donald Trump can assist in the release of rapper A$AP Rocky 🗡️🗡️ https://t.co/W9sm2pnLbd
413,1254158780243345410,iialsotweet,is it just me or does Boris Johnson look like Donald Trump if Trump was a crackhead
414,1254158774362931201,Lnewman16Lee,"Trump is headed for a ""historic political defeat,"" David Frum told MSNBC's Ari Melber. https://t.co/FXVxO0cvAn via @HuffPostPol"
415,1254158762493071365,DavidLRichards8,"@kim4040 @SexCounseling @realDonaldTrump You can't teach dumb! Donald Trump is a manipulator, dictator. In the way that works is you Gaslight everything constantly repeat what you want people to believe so the repetitiveness eventually sinks in.. so people that follow would think it's true"
416,1254158747355807745,CeliaBobo,Republican Group Asks Americans A Critical Question In Scathing Anti-Trump Ad #SmartNews  https://t.co/d6Vt1wJWN0
417,1254158746252726273,NorthBelle4,"@JohnBrennan @aka12144 Donald Trump has a 30+ yr. history of criminality.

Apart+separate from his White Supremacist ideologies. 5 innocent Black males were lucky to have escaped Donald Trump's death wish.

His father was a KKKLANSMAN. Donald's nighttime reading is Mein Kampf according to his ex-wife."
418,1254158741131407365,trumpsanagrams,Donald John Trump... or is it Jordan Do Nth Lump?
419,1254158733858369536,DianaSc99717236,This new TV ad is devastating to Donald Trump https://t.co/IkOGjmQEPR via @PalmerReport
420,1254158719446745088,Conceptengager,"""Donald #Trump (is)
 the One *Consuming Subject,
 Sucking *All Views
 &lt;Into&gt; His Void.""  M. Wolff
*https://t.co/ly3vC8J7at
*https://t.co/wMgarEGTuI
#myWAY:👈
#RepresentationMatters:💼
#q🗄️👁‍🗨✝️🗽🔔⚖️🇺🇸🌐 https://t.co/R041NOTfvZ"
421,1254158717798551557,SheilaStansbury,Debacle of Trump's coronavirus disinfectant comments could be tipping point https://t.co/YnpjXzwgrG
422,1254158705471307776,BobWilliams2057,Debacle of Trump's coronavirus disinfectant comments could be tipping point https://t.co/6Dtx26YnC0 Go pout!
423,1254158693865848832,SalahRoosevelt,"#Donald_Trump is the first #Pig in the form of a human who presidents the White House. Donald's Trump's is the #Iguana Animal and the Iguana Animal destruct the cultivation of the earth only. #Donald_Trump useful to manage their #Prostitution Rooms who form their Hotels, only."
424,1254158671120150536,BCNThomson,@ProgressCanada_ Same hope for Donald Jong Trump.
425,1254158663562014720,klassalle,Joe Biden drops the hammer on Donald Trump's disinfectant idiocy - Palmer Report https://t.co/B2CbXYObaW
426,1254158661712306178,dorothypartain,"@JoyceWhiteVance In the meantime a Democratic state gets no help from the president. This is the United States of America, not the Republican States. No surprise from a vengeful president Donald Trump."
427,1254158659162005504,SiriusB88773586,@normanswan Donald Trump didn't make it up. The idea was sold to him by other geniuses. https://t.co/ABDinV7OU5
428,1254158656595165184,RealFakeNews_uc,"Donald Trump lied when he said on FEB. 24 ""Obamacare covers very few people"""
429,1254158643634765827,DoNaytion,"@JamesrossrJames I object to the standard answer that holes don't have dirt. Donald Trump is definitely a hole, and he has a lot of dirt."
430,1254158640807698432,olygiirl,@Clark1995Clark Donald and Melania Trump. 🤣
431,1254158634138951682,Lovemydogsxo,"@tedcruz Ted, remember that one time you told the truth? #GOPTraitors 
https://t.co/n7OHi2QAvG"
432,1254158618750050307,kardimian,@PatrickLogicman @realDonaldTrump “I’m Donald Trump and you’re not!” 😑😷
433,1254158606162898946,carussodool,"Uh, Donald Trump?😏🤔 https://t.co/vQRVvFGm8o"
434,1254158601188507648,DwaineSteven,"@travelgirlann2 @HurricaneJones4 @w_terrence Good for you Ann.
China supports Donald Trump too...
#ThinkAboutIt 
https://t.co/mt5BqKekBh"
435,1254158580103753731,trevorw1953,"The United States Is Getting Infected With Dictatorship. The coronavirus pandemic has provided an opening for Donald Trump to attack transparency, voting rights, and accountability.
https://t.co/Rl3mpnZclE"
436,1254158572566372352,NancyYoungblut,@amvvicious @potter_kitty @harpreetkdha @peterdaou To equate JOE BIDEN to DONALD TRUMP just shows how off the rails this thread has become.  Really?  An unsubstantiated sexual assault-barelegged in an OFFICE? Sounds like the Al Franken bullshit.  #Biden2020 or the end of the planet as we've known it.  Damn you guys.  WTH
437,1254158563775148032,love4thegameAK,"Politico edited on Saturday morning a story claiming Donald Trump owes millions to the Bank of China for a loan on a New York City office building, hours after Breitbart News exposed the story as false. https://t.co/yzJOpkM0Ss"
438,1254158542367531010,ramonlobo,Trump Is Making Cadets Return To Campus So He Can Give A Speech https://t.co/vKjyClfebP via @VanityFair
439,1254158540371091457,AppleCiderRadio,Donald Trump is spending a deadly pandemic watching TV and stewing over negative coverage https://t.co/3gxOUMli3V
440,1254158496334966785,Ronni03414325,@thomaskaine5 And Obama would have been well prepared to fight it at the beginning last year. Donald Trump called it a hoax until he finally realized it wasn't and it wasn't until the beginning of the third month of this year. That's a lot of lives lost for a stupid president as Trump.
441,1254158478186250242,terlyn222,"@Scaramucci New oxygen?

Is that how it feels to be liberated from Donald Trump?

#ShakinTheShackles"
442,1254158473887129602,SomeBloke_Uk,@DarrenPlymouth Donald Trump in the library with the bleach 😜
443,1254158471785852928,___WWG1WGA___,Donald Trump Made CNN Journo Cry Then Humblebrag About It https://t.co/2a9Nxnjwps #billwhittle #programs
444,1254158465091633152,Lnewman16Lee,The New York Daily News has a new nickname for Donald Trump. https://t.co/cghguMtOT5 via @HuffPostPol
445,1254158463451553792,funallday86,@donnabrazile This is hilarious- it’s as if New Yorkers listen to Donald Trump😂😂😂
446,1254158461094461440,blockchainbois,"@simplerusername @mornet_john @amazingatheist @DNC Obama was so popular that the country voted in Donald Trump the second he left office. Outside of the well off, suburbanite subsection of twitter, no one wants to Make America 2015 Again"
447,1254158445772787716,SoulFire77,"@ScottAdamsSays His last words were: ""Jenjang, Donald Trump! Jenjang!"""
448,1254158429654069248,James10ne,"Politico edited on Saturday morning a story claiming Donald Trump owes millions to the Bank of China for a loan on a New York City office building, hours after Breitbart News exposed the story as false. https://t.co/lhgkGdQnii via @BreitbartNews"
449,1254158418928996352,pimlius,"Donald Trump, never one to miss an opportunity to take credit for spending someone else’s money. https://t.co/mT152zuKz1"
450,1254158409844350979,TOSFALLA3,"@land_terri @gatorman9611 @POTUS President Donald J. Trump has DELIVERED 
 
523 MILLION gloves
 69 MILLION surgical masks
 55 MILLION N95 respirators
 10.5 MILLION surgical gowns
 5.9 MILLION face shields
 10,998 ventilators
 8,450 Federal medical station beds"
451,1254158394925121536,Baggerazzi,"Say it loud, say it clear: Donald Trump needs to resign over his handling of the coronavirus https://t.co/QVSl8RQOV1 via @BostonGlobe"
452,1254158382082207746,momgladewater,"Donald
Trump
Is
A
Moron #BadMedicalAdviceIn5Words"
453,1254158381893459970,tc_emdee,@SDohertyNH @UrbanAchievr @jaketapper “I’ve been around for a long time and it just seems that the economy does better under the Democrats than the Republicans.” -Donald Trump
454,1254158380979171328,Hwantstoknow,No dog deserves a life with Donald Trump. https://t.co/xya6SiD85g
455,1254158374205177857,DonVonCrump1,"@SparklesEverly @G_Shimer @jennyrachelpal @DonaldJTrumpJr Maria Farmer explains how she often saw Donald Trump, Bill and Hillary Clinton, and Epstein's lawyer Alan Dershowitz partnering with Epstein. https://t.co/WKdzttTE5b @_whitneywebb #EpsteinFiles @ArtisticBlower @VRSVirginia #EpsteinCoverUp"
456,1254158373379026944,BreitbartNews,"Politico edited on Saturday morning a story claiming Donald Trump owes millions to the Bank of China for a loan on a New York City office building, hours after Breitbart News exposed the story as false. https://t.co/LFCgKCciLC"
457,1254158353099640832,mr5706_michael,To wannabe dictator Donald Trump.....fill out your resume there’s a job opening in North Korea. A large fat man can replace a short fat man. You got a chance.
458,1254158349760856066,EmmaCArt2,"@biglad1 @montymontymonty In a world of Donald Trump a vote for Nik is a vote for sanity.... near a tree, by a river, there's a hole in the ground.... of course"
459,1254158330903347202,ALyn722,"Lysol Manufacturer Warns Trump Is a Dangerous Moron, “Under No Circumstance” Should Disinfectant Be Injected in Body https://t.co/lbPTRMKcR7"
460,1254158318253174785,MrKuchi,"Here you go folks... your President @realDonaldTrump 

ASKED

TO

POISON

YOURSELF

(IF YOU ARE DUMB ENOUGH!)

AND

LYING

THAT

HE

DIDN'T! 😱

YOU CANNOT SPIN THIS ANY OTHER WAY!

IF YOU STILL SUPPORT HIM YOU'VE NO SOUL!!!

CLEAR EVIDENCE!!!

https://t.co/XeK2r7yZ0g"
461,1254158308925149187,FIGYOU,"@realDonaldTrump Gary Lenius and his wife Wanda, both in their 60s, drank chloroquine phosphate last month after confusing it for hydroxychloroquine - a drug previously touted by Donald Trump as a potential cure to treat Covid-19.  Lmao"
462,1254158308367351810,BooksOne4,@topjimmy @allyahills @eugenegu @realDonaldTrump Because a Democrat would totally take medical advice from Donald Trump...
463,1254158300624621568,JulioPa92881925,"@realDonaldTrump Mr. President. Donald J. Trump.
The global health haven´t price.
The value of this medical equipment (STPP) is much more that I will describe you.
The treatment and the cure (Biophysical and biochemistry) pathologies autoimmune and rare diseases, terminal cancer, HIV-Aids and"
464,1254158284174569472,elgratex,"Donald Trump Collectible Plastic Figurine - 3D Printed Figure, White, USA President, Potus, Gift, Art Sculpture Free postage #donaldtrump #3dprinted #presidenttrump https://t.co/ypUfBKcqYV https://t.co/oUvM5cq8zE"
465,1254158272988278784,DianaSc99717236,Legal expert explains why it’s literally impossible for Donald Trump to postpone the election https://t.co/cnj2s2y4TE via @PalmerReport
466,1254158269939154944,07_tedd,"@seanhannity Trump won’t stop flip-flopping Consistency has never been Donald Trump’s strong suit but during a national calamity it would be terrific if the President would decide what he wants without shifting from day to day
We suspect Georgia Gov. Brian Kemp would agree, the editorial said"
467,1254158261982543874,mhtexyankee,"@Acyn The mayor of San Juan is a badass.
Donald Trump's nothing short of a serial killer.
I'm so very sorry.

May the hedge of protection surround Puerto Rico."
468,1254158261240115206,_sunflower_lou,A few days ago I dreamed that my brother and I wanted to kill Donald Trump. I'm actually considering it now...oops
469,1254158259159777281,Fred81963378,"@artsyboy1985 @LoveMyCymba You should learn to restrain your emotions just a bit. This tweet serves Donald Trump. Maybe you don't understand that, but you should."
470,1254158254386495488,BlauGlenna,"@ktpratt23 @BarackObama @JoeBiden Republicans openly support a Rapist.
Donald Trump: You know and I moved on her actually.
And when you’re a star they let you do it. You can do anything. Trump: Grab them by the p****. You can do anything."
471,1254158253996552195,elgratex,"Trump Collectible Gift Figure, 3D Printed Hand Painted Plastic Figurine, USA President, Potus, Donald Trump Art Sculpture Click now #donaldtrump #3dprinted #presidenttrump https://t.co/MpDgKdS4mO https://t.co/vPlI3VGdD9"
472,1254158250905403393,the_travor_guy,One of the Kim's surgeons after receiving a token from Donald Trump before going for Kim's final surgery #KIMJONGUNDEAD https://t.co/hZcl4xGoOL
473,1254158246266494978,KOHerston,Donald Trump: Unfit. Unwell. Unacceptable. https://t.co/aH3toBWfey via @YouTube
474,1254158244739604480,CarolRahn5,"Republican Group Asks Americans A Critical Question In Scathing Anti-Trump Ad
https://t.co/XHHUAcsCa7"
475,1254158241883394048,mickey_washere,DONALD TRUMP DID NOT TELL Y’ALL TO INGEST DISINFECTANT. He made a suggestion for research purposes to combat corona. 🤦🏻‍♀️
476,1254158240167931912,TPE_connect,Donald Trump rejects reports that claimed North Korean leader Kim Jong Un was unwell #DonaldTrump #KimJongUn #NorthKorea #UnitedStates #Pyongyang || https://t.co/xcYOjjCJXk
477,1254158227085950986,Baggerazzi,"How a media-distracted Trump ended up derailing his own briefing - CNNPolitics
https://t.co/hai54xTqKq"
478,1254158209083940864,FrankFunaro,@realDonaldTrump Donald Trump is corrupt and sick. These patriots have a message for him. https://t.co/GhafOTY1lT
479,1254158186170347520,JokesOnJosh,If I could time travel I’d go back to March 2009 when Donald Trump learned of Twitter and knock the phone out of his paw and replace it with a Big Mac. Donny Love Big Mac.
480,1254158185440538624,Judy554321,"@realDonaldTrump 
Amen dear brother 🙏🙏
I'm going to end on your note, your blessing... Knowing our Country is in the hands of God &amp; the man He made President.
God bless Donald Trump🇺🇸 https://t.co/Fexq1t6ptn"
481,1254158180642369540,RonnieR70897773,@realDonaldTrump President Donald Trump is a president worthy of the name.
482,1254158175978348545,OT2020PA,"Tina spent the day organizing together with her dad! They may not be in the same location, but they both realize how important defeating Donald Trump's agenda is. #OrganizingTogetherPA https://t.co/NH2GdEU2Bl"
483,1254158169020010497,colinamurphy,"@BarristerSecret @brianmoore666 Not to be dismissed is the effort by another visionary, Donald Trump, who has little handedly reduced school shootings in the US of A to practically zero."
484,1254158159632986113,PaoloMasini4,"@realDonaldTrump I heard a rumor that Donald Trump is an immature petulant child, with the mind of a 5th grader."
485,1254158150422237184,WorksGrill,New York Daily News Hits Donald Trump With A Caustic New Nickname https://t.co/yTxeyUl5gk
486,1254158139152269312,Pberry_blue,"@McauleyHolmes @eugenegu @JoeBiden And Donald Trump hasn't?  PLEASE!!! Also, where was the 1993 claim of sexual assault when Barack Obama picked Joe for his running mate then ran again for 4 more years?  And that's including ALL the Me Too complaints. Now suddenly since he's running against, Trump, hmmm?"
487,1254158129773924356,jolefson50,@eugenegu @realDonaldTrump Anyone stupid enough to take medical advice from Donald Trump deserve it.
488,1254158116020617216,IamLita,.Debacle of Trump's coronavirus disinfectant comments could be tipping point https://t.co/Ldl7JNtssG
489,1254158104230604800,amsterdam_bill,"Donald Trump, Political SUPERGENIUS https://t.co/ouFudKVr36"
490,1254158097469386756,BoosterUltra2,"@md12283 @ShirleyLittle51 @HoodlumRIP @realDonaldTrump Wasn’t Trump going to save the Carrier Jobs? https://t.co/WikTZLsvrP

And how about those steel jobs? https://t.co/NtbMGUDah5"
491,1254158095049261059,WakeupA50429932,"@X22Report I just dont see it....Trump is one of them. Bump stock ban, red flag laws ,asset forfeiture should I keep naming things that are against our constitution that Donald Trump has done?
 Signing pork-filled stimulus packages!!!
Great video always said!!"
492,1254158079991611392,cool_grandad,@SondGee To vote for Hillary Clinton or Donald Trump. Who would you vote for the lesser of two evils. Cholera or typhoid
493,1254158079727296512,LABirdlady,"@tribelaw What is it about Donald Trump that Republicans support? Seriously, they are throwing America under the bus for a corrupt Traitor. Why?"
494,1254158076975996935,Lnewman16Lee,Former GOP Rep. David Jolly pulled no punches with his withering assessment of Donald Trump’s handling of the coronavirus pandemic. https://t.co/ayF6bOFEhS via @HuffPostPol
495,1254158068826411011,TriciaTNK,"@thehill One day, in the not too distant future, you're going to regret defending Donald Trump.  #ETTD"
496,1254158060991336448,Anthony_J174,@MarkRMyer1 @ConservativeJQP @KevinRomeis @COPi314 @DavMicRot @SenCoryGardner @denverpost @GovofCO If Donald Trump shit in a box and called it MAGA chocolate you fools would all eat it.
497,1254158055748624389,coyknorth,Eight episodes in and the cops have finally twigged. Donald Trump tweeted last Saturday that Adam was Erik - he predicted it all along. #Twin
498,1254158040523309056,Baggerazzi,Debacle of Trump's coronavirus disinfectant comments could be tipping point https://t.co/iNwSGiHIb1
499,1254158026073870336,Nifa12801136,@rms196917 @CNN And Donald Trump is murdering people!
500,1254158020721942528,AmazingDouglass,"UNDERRATED TWEET 
On Donald Trump fleeing Friday’s #Covid_19 White House briefing... https://t.co/LykpoDipB0"
501,1254157980699774976,StephanieCurrie,Former GOP Rep. David Jolly pulled no punches with his withering assessment of Donald Trump’s handling of the coronavirus pandemic. https://t.co/VFRaAZFQlp via @HuffPostPol
502,1254157971761684480,IlllllllllllllI,you fucking idiots you stupid fucking idiots you fucking dumb motherfuckers what the fuck is wrong with you  https://t.co/7KitAIVNLg
503,1254157971119955968,heyenzodane,@darkskinmanson are you gonna make an I Might Vote 4 Donald Trump (Pt. 2)
504,1254157967735304198,demedicis,"@ScottPresler @realDonaldTrump @BuzzPatterson @Ted_Howze @dgvaladao @YoungKimCA @GregRaths @MichelleSteelCA @claudiatenney @WesleyHuntTX @gcforcongress Donald Trump's Schedule:

Feb. 1: Golf
Feb. 2: Golf
Feb. 10: Rally
Feb. 15: Golf + Fundraiser
Feb. 18: Fundraiser
Feb. 19: Rally + Fundraiser
Feb. 20: Rally
Feb. 21: Rally
Feb. 28: Rally
Mar. 2: Rally
Mar. 6: Fundraiser
Mar. 7: Golf
Mar. 8: Golf + Fundraiser
Mar. 9: Fundraiser"
505,1254157962769203210,2AATKINS,"@GOP @parscale Brad Parscale, President Donald Trump's 2020 reelection campaign manager, has been funneling donor money to the President's daughter-in-law, Lara Trump, and the President's son's girlfriend, Kimberly Guilfoyle. Both are Trump campaign surrogates and have no show jobs"
506,1254157959304753152,MichaelStandar2,Sue Donald Trump he one told u https://t.co/rWYw21h5HN that. Sue his. Whole US class act sue him https://t.co/Bq7EmsLsFF
507,1254157917177163781,ThamiMasemola,"@Flo_Letoaba @FullViewSABC @SABCNews And the two people who know for sure, Donald Trump and Denis Rodman, won't tell us."
508,1254157908960370688,Ronni03414325,@ColoradoDavidSu If that happens. I guarantee you that the Republicans with Donald Trump his organization his wife and children better hightail it out of the country because they will be the first ones that the people will be going after with guns and more than you ever imagined.
509,1254157895597318147,TommyIgoe,@eunan_180 No.  They aren’t. To think joe Biden is the same as Donald trump in terms of integrity or whateveryouwant - to think their even in the same universe is comical with the daily shitshow of lies the trump rains on us. Completely unprecedented and that’s hard data.  The same? Please.
510,1254157885883453441,QanonItalia,"He
Not 
Dead
Buy
Time
Donald
Trump

Q https://t.co/PbpUwKNNAg"
511,1254157875208949760,LINDAJUDY23,I don’t think most normal people can comprehend the level of sadistic evilness in Donald Trump https://t.co/fecC0I08wG
512,1254157875141914625,thatssojazz2,Donald trump owes her an apology too https://t.co/bx1ri41ubj
513,1254157861006925824,SBethlenfalvay,"https://t.co/XZSD52j2BP: White House considering scaling back Trump's daily coronavirus briefings in coming weeks.
https://t.co/zMgARvQXs9"
514,1254157860566642689,bern_swords,@BBCJonSopel Donald Trump is taking 1984-style Doublespeak to the max. Keep challenging him @BBCJonSopel
515,1254157852400390144,VictoriaF1952,"@realDonaldTrump Yes, Mr. President Donald Trump. this reporters  thy are very bad , you have reason they  distort the news always, not  give the most better the your truth news , but seems they not have ethic Professionalism , I understand to you , you have  to demand more respect, Congratulatio"
516,1254157834993926146,shmephra,"#KIMJONGUNDEAD 
Donald trump when he heard that kim jong un died 😂😂 https://t.co/hWjSCgZ128"
517,1254157832800235520,JenOLoughlin,"@GeraldoRivera @realDonaldTrump It’s impossible to believe Donald Trump was being “sarcastic.” He wouldn’t know deadpan humor if it hit him in the face like a skillet. 

And with 50,000 Americans dead, we’re looking for reassurance, empathy and leadership- not a comedy act in the Catskills."
518,1254157807831732231,2AATKINS,"@parscale Brad Parscale, President Donald Trump's 2020 reelection campaign manager, has been funneling donor money to the President's daughter-in-law, Lara Trump, and the President's son's girlfriend, Kimberly Guilfoyle. Both are Trump campaign surrogates and have no show jobs"
519,1254157806363697152,draycarys7,@Willjr2020 @StephenCurry30 @WHO One tweet alone is no reason for Donald  Trump to say fuck it &amp; never come up with a plan.
520,1254157805436755973,klassalle,Legal expert explains why it's literally impossible for Donald Trump to postpone the election - Palmer Report https://t.co/mQUGVuUm0v
521,1254157798180618246,WashTimes,Trump shares CDC warning about disinfectants amid blowback from coronavirus comment https://t.co/rQS6PJ8PTt #COVID19
522,1254157794053427200,IceSniper2,"@AmandaM83604696 @TurnItRed2020 @silver_fox9 Let's all keep this quote fresh in our hearts and minds... 
Thank God for
President Donald J Trump!"
523,1254157777422954500,JimCase40130128,@real_defender @realDonaldTrump Donald Trump is the true enemy of the state. Along with the true enemy of the rest of the world.
524,1254157771160932352,millswem,@JETBaby56 @cryptometal @MJGWrites @GOPChairwoman @realDonaldTrump Have you drank any Clorox or Lysol yet? Your orange Messiah says it might work it also tried shoving a UV light up your ass that might work too at least the orange massage Donald Trump says so. He wasn't joking he was looking right at the the doctor on his team.
525,1254157770154225666,DorsDomina,@realDonaldTrump Was Donald Trump taken out of context? Read the transcript of his actual words. Make up your own mind! https://t.co/Q2E9ylNvNT
526,1254157763388768261,Baggerazzi,Donald Trump: Unfit. Unwell. Unacceptable. https://t.co/Ci0KbWAwep via @YouTube
527,1254157763250278400,BruceMcF,"@timmaughan Hire him for exclusive content and then just bury the content, like the National Enquirer would buy and bury scandal stories about their buddy Donald Trump."
528,1254157754035515392,KatDB56,"@OfficialJonZal @BarackObama @JoeBiden Give me one fact as to why Donald Trump is a ""garbage human"". Just one fact -- not Fake news talking points. You can't."
529,1254157752210882560,simon_rosenberg,"#DisinfectantDonald may have finally gone too far, even for some of his most loyal Republican supporters. #TrumpIsALaughingStock #CovidiotInChief 
https://t.co/zkW8dQIxWn"
530,1254157734951497728,WarriorWifeMom,Joan Rivers On A Donald Trump Presidency And Insulting Everyone | Best O... https://t.co/HES3WpBFT9
531,1254157731306635265,judithg139,@grey_eggles I bet she thinks Donald Trump's suggestions to tackle Cv19 sound reasonable too 😂😂
532,1254157713619259392,RCChido,"@atDavidHoffman Headline from the Irish Times newspaper ""Fintan O’Toole: Donald Trump has destroyed the country he promised to make great again"""
